Age,Sex,Grade,Height,Weight,fruits last 30 days,vegetables last 30 days,soft drinks last 30 days,fast food last 7 days,days active 6o mins plus 7 past days,walk or bike to school past 7 days,days went to PE each week,always hungry last 30 days ,ate fruits 2+ times per week past 30 days,ate vegetabes 3+ times per day last 30 days,drank soft drinks 1+ times per day past 30 days,ate fast food 3+ times per day last 30 days,drank soft drinks 1+ times per day last 30 days,active 60+ for more than 5 days for past 7 days,walk/bike 0 days to school last 7 days,3+ days PE each week,overweight,obese,underweight,ate 5+ fruits/vegetables 30 days,physically active all 7 days,attended PE 5+ each week,weight,stratum,psu
6,1,4,1.67,61,3,2,3,2,8,8,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,296.7393,201201006,11
5,1,4,1.59,48,3,4,1,4,,8,3,2,2,2,2,1,2,,2,2,2,2,2,2,,2,296.7393,201201006,11
6,1,4,1.66,46,4,5,3,2,2,8,2,2,1,1,1,2,2,2,2,2,2,2,1,1,2,2,296.7393,201201006,11
7,1,4,1.67,54,3,7,3,8,5,8,6,2,2,1,1,1,2,2,2,1,2,2,2,1,2,1,296.7393,201201006,11
6,2,4,1.65,52,3,4,4,2,2,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,344.8565,201201006,11
7,1,4,1.7,69,4,1,1,1,1,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,296.7393,201201006,11
4,2,4,1.62,55,4,3,3,7,4,1,4,2,1,2,1,1,1,2,1,1,2,2,2,2,2,2,344.8565,201201006,11
6,1,4,1.68,62,7,6,4,4,4,8,6,2,1,1,1,1,2,2,2,1,2,2,2,1,2,1,296.7393,201201006,11
5,1,4,1.58,41,1,2,1,3,8,6,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,296.7393,201201006,11
8,1,4,1.71,65,2,4,1,1,5,1,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,296.7393,201201006,11
5,2,4,1.55,50,3,7,3,2,5,2,3,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,344.8565,201201006,11
8,1,4,1.58,53,5,3,1,8,1,1,3,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,296.7393,201201006,11
7,1,4,1.73,62,3,5,2,1,1,8,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,296.7393,201201006,11
6,2,4,1.59,56,7,5,1,8,4,7,2,2,1,1,2,1,2,2,2,2,2,2,2,1,2,2,344.8565,201201006,11
7,1,4,1.71,56,5,4,4,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,296.7393,201201006,11
5,1,4,1.66,61,3,1,2,1,8,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,296.7393,201201006,11
5,1,4,1.64,55,7,3,1,5,5,3,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,296.7393,201201006,11
5,1,4,1.63,50,4,4,3,1,1,1,1,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,296.7393,201201006,11
7,1,4,1.57,55,4,3,4,1,8,1,2,2,1,2,1,2,2,1,1,2,2,2,2,2,1,2,296.7393,201201006,11
6,2,4,1.56,52,3,4,3,4,4,8,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,344.8565,201201006,11
6,1,4,1.66,60,1,4,3,1,3,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,296.7393,201201006,11
5,2,4,1.6,50,1,2,1,8,1,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,344.8565,201201006,11
8,1,4,1.77,76,6,7,5,5,7,8,3,2,1,1,1,1,2,1,2,2,2,2,2,1,2,2,296.7393,201201006,11
5,1,4,1.6,50,5,3,3,2,7,3,6,2,1,2,1,2,2,1,2,1,2,2,2,2,2,1,296.7393,201201006,11
6,1,4,1.6,51,4,7,3,8,6,8,2,2,1,1,1,1,2,1,2,2,2,2,2,1,2,2,296.7393,201201006,11
8,1,4,1.66,57,4,3,3,2,8,1,4,2,1,2,1,2,2,1,1,1,2,2,2,2,1,2,296.7393,201201006,11
7,1,4,1.71,66,3,3,1,3,6,6,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,296.7393,201201006,11
6,2,4,1.63,60,1,3,1,1,8,8,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,344.8565,201201006,11
8,1,4,1.64,55,4,5,1,5,2,8,6,1,1,1,2,1,2,2,2,1,2,2,2,1,2,1,296.7393,201201006,11
4,2,4,1.6,61,1,2,3,3,8,8,2,2,2,2,1,2,2,1,2,2,1,2,2,2,1,2,344.8565,201201006,11
5,2,4,1.55,46,5,3,1,1,8,1,3,2,1,2,2,2,2,1,1,2,2,2,2,2,1,2,344.8565,201201006,11
7,1,4,1.68,61,3,7,2,6,3,8,1,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,296.7393,201201006,11
4,1,4,1.56,43,4,4,3,2,4,1,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,296.7393,201201006,11
5,2,4,1.65,51,3,2,3,2,8,8,4,2,2,2,1,2,2,1,2,1,2,2,2,2,1,2,344.8565,201201006,11
5,1,4,1.73,55,1,2,1,2,8,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,296.7393,201201006,11
4,1,4,1.52,40,1,2,1,1,1,8,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,296.7393,201201006,11
7,1,4,1.68,54,3,2,3,2,8,8,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,296.7393,201201006,11
7,1,4,1.66,65,1,4,2,2,6,4,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,296.7393,201201006,11
6,1,4,1.7,54,4,3,4,5,1,1,2,2,1,2,1,1,2,2,1,2,2,2,2,2,2,2,296.7393,201201006,11
7,2,4,1.59,57,6,5,4,1,5,,,2,1,1,1,2,2,2,,,2,2,2,1,2,,344.8565,201201006,11
5,2,4,1.54,50,2,4,1,6,2,1,3,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,344.8565,201201006,11
6,1,4,1.72,56,4,1,4,2,8,8,4,1,1,2,1,2,2,1,2,1,2,2,2,2,1,2,296.7393,201201006,11
7,1,4,1.74,62,3,3,4,1,8,1,6,2,2,2,1,2,2,1,1,1,2,2,2,2,1,1,296.7393,201201006,11
6,1,4,1.75,66,3,4,1,4,4,4,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,296.7393,201201006,11
7,2,6,1.59,56,2,1,1,2,5,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,360.0494,201201006,11
7,2,6,1.62,62,3,5,7,1,2,8,3,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,360.0494,201201006,11
7,2,6,1.62,54,3,4,3,3,2,1,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,360.0494,201201006,11
7,2,6,1.63,52,2,7,3,1,4,8,1,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,360.0494,201201006,11
7,2,6,1.55,35,1,3,1,3,,8,1,2,2,2,2,2,2,,2,2,2,2,1,2,,2,360.0494,201201006,11
8,2,6,1.58,50,3,7,3,4,7,4,3,1,2,1,1,1,1,1,2,2,2,2,2,1,2,2,360.0494,201201006,11
8,2,6,1.55,47,4,3,3,1,1,1,1,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,360.0494,201201006,11
8,2,6,1.57,50,5,4,5,4,2,1,1,2,1,2,1,1,2,2,1,2,2,2,2,1,2,2,360.0494,201201006,11
8,2,6,1.65,48,2,3,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,360.0494,201201006,11
8,2,6,1.56,53,2,5,3,1,1,8,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,360.0494,201201006,11
7,2,6,1.57,43,3,5,1,3,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,360.0494,201201006,11
8,2,6,1.66,54,2,3,2,2,1,1,6,1,2,2,2,2,2,2,1,1,2,2,2,2,2,1,360.0494,201201006,11
8,2,6,1.58,51,3,3,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,360.0494,201201006,11
8,2,6,1.56,71,2,3,2,8,1,1,1,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,360.0494,201201006,11
5,2,6,1.62,51,3,3,1,2,1,8,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,360.0494,201201006,11
7,2,6,1.67,50,3,4,5,1,1,1,6,2,2,2,1,2,2,2,1,1,2,2,2,2,2,1,360.0494,201201006,11
8,2,6,1.66,53,4,4,3,2,3,1,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,360.0494,201201006,11
7,2,6,1.62,65,7,7,7,5,2,5,6,2,1,1,1,1,2,2,2,1,1,2,2,1,2,1,360.0494,201201006,11
8,2,6,1.6,59,3,5,3,2,2,3,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,360.0494,201201006,11
8,2,6,1.75,61,4,5,3,6,5,8,2,2,1,1,1,1,2,2,2,2,2,2,2,1,2,2,360.0494,201201006,11
8,2,6,1.5,41,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,360.0494,201201006,11
8,2,6,1.56,49,4,4,4,3,3,7,6,2,1,2,1,2,2,2,2,1,2,2,2,2,2,1,360.0494,201201006,11
8,2,6,1.53,50,3,5,2,2,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,360.0494,201201006,11
8,2,6,1.68,49,1,2,1,1,8,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,360.0494,201201006,11
8,2,5,1.57,60,3,3,2,3,4,5,4,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,688.2281,201201006,11
8,2,6,1.55,62,4,2,2,5,1,3,6,2,1,2,2,1,,2,2,1,1,2,2,2,2,1,360.0494,201201006,11
8,2,6,1.64,56,2,3,3,1,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,360.0494,201201006,11
7,2,6,1.57,58,3,2,2,5,8,1,3,2,2,2,2,1,2,1,1,2,2,2,2,2,1,2,360.0494,201201006,11
8,2,6,1.54,56,2,3,2,3,2,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,360.0494,201201006,11
8,2,6,1.6,55,3,6,6,6,2,1,6,2,2,1,1,1,2,2,1,1,2,2,2,1,2,1,360.0494,201201006,11
8,2,6,1.59,55,4,6,1,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,360.0494,201201006,11
8,2,6,1.54,50,3,7,7,3,1,1,1,2,2,1,1,2,2,2,1,2,2,2,2,1,2,2,360.0494,201201006,11
8,2,6,1.55,53,2,3,1,1,3,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,360.0494,201201006,11
8,2,6,1.53,47,1,3,3,2,1,1,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,360.0494,201201006,11
8,2,6,1.57,66,3,5,3,4,2,1,6,2,2,1,1,1,2,2,1,1,1,2,2,2,2,1,360.0494,201201006,11
8,2,6,1.48,50,3,6,4,3,8,5,2,2,2,1,1,2,2,1,2,2,2,2,2,1,1,2,360.0494,201201006,11
8,2,6,1.66,55,2,3,2,3,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,360.0494,201201006,11
8,2,6,1.63,43,1,1,4,1,1,1,1,1,2,2,1,2,2,2,1,2,2,2,1,2,2,2,360.0494,201201006,11
8,2,6,1.64,63,1,3,3,1,8,,2,2,2,2,1,2,2,1,,2,2,2,2,2,1,2,360.0494,201201006,11
8,2,6,1.56,52,3,4,3,2,2,1,3,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,360.0494,201201006,11
8,2,6,1.55,50,4,5,3,2,5,1,6,1,1,1,1,2,2,2,1,1,2,2,2,1,2,1,360.0494,201201006,11
8,2,6,1.45,51,3,3,3,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,360.0494,201201006,11
8,2,6,1.67,55,,3,1,1,1,1,1,2,,2,2,2,2,2,1,2,2,2,2,,2,2,548.5105,201201010,20
8,2,6,1.57,49,5,5,5,8,6,6,1,2,1,1,1,1,2,1,2,2,2,2,2,1,2,2,548.5105,201201010,20
8,2,6,1.56,49,5,6,3,6,1,1,2,2,1,1,1,1,2,2,1,2,2,2,2,1,2,2,548.5105,201201010,20
8,2,6,1.54,59,5,5,3,2,1,1,1,2,1,1,1,2,2,2,1,2,2,2,2,1,2,2,548.5105,201201010,20
8,2,6,1.62,55,5,1,1,1,2,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,548.5105,201201010,20
2,1,6,1.57,60,2,5,5,1,1,2,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,445.7984,201201010,20
8,1,6,1.82,61,5,5,3,2,4,4,4,2,1,1,1,2,2,2,2,1,2,2,2,1,2,2,445.7984,201201010,20
8,2,6,1.57,50,1,3,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,548.5105,201201010,20
8,2,6,1.54,53,1,3,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,548.5105,201201010,20
7,2,6,1.65,56,5,3,3,2,,6,6,2,1,2,1,2,2,,2,1,2,2,2,2,,1,548.5105,201201010,20
,2,6,,,5,5,4,1,1,3,1,2,1,1,1,2,2,2,2,2,,,,1,2,2,548.5105,201201010,20
8,1,6,1.66,66,3,1,2,2,1,5,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,445.7984,201201010,20
8,2,6,1.67,56,3,4,4,2,8,1,3,1,2,2,1,2,2,1,1,2,2,2,2,2,1,2,548.5105,201201010,20
8,2,6,1.7,56,3,7,4,2,2,2,6,2,2,1,1,2,2,2,2,1,2,2,2,1,2,1,548.5105,201201010,20
8,1,6,1.76,57,7,5,7,8,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,445.7984,201201010,20
8,2,6,1.55,39,1,2,3,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,548.5105,201201010,20
8,1,6,1.68,70,6,7,5,3,8,8,2,2,1,1,1,2,2,1,2,2,2,2,2,1,1,2,445.7984,201201010,20
8,2,6,1.52,66,3,3,2,1,5,5,5,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,548.5105,201201010,20
8,2,6,1.63,56,6,3,3,2,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,548.5105,201201010,20
8,2,6,1.6,51,3,4,3,3,7,6,6,2,2,2,1,2,2,1,2,1,2,2,2,2,2,1,548.5105,201201010,20
8,2,6,1.6,50,5,3,2,1,1,2,6,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,548.5105,201201010,20
8,1,6,1.78,67,1,4,1,7,5,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,445.7984,201201010,20
8,2,6,1.53,50,3,7,1,1,1,8,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,548.5105,201201010,20
8,1,6,1.7,59,5,4,3,3,1,1,1,2,1,2,1,2,2,2,1,2,2,2,2,1,2,2,445.7984,201201010,20
8,1,6,1.74,54,4,4,3,2,4,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,445.7984,201201010,20
8,2,6,1.64,52,3,4,2,1,5,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,548.5105,201201010,20
8,1,6,1.62,50,2,3,2,2,2,8,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,445.7984,201201010,20
7,2,6,1.66,48,1,3,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,548.5105,201201010,20
8,2,6,1.68,70,3,3,3,3,1,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,548.5105,201201010,20
8,2,6,1.7,62,5,4,4,3,3,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,548.5105,201201010,20
8,2,6,1.63,49,4,4,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,548.5105,201201010,20
8,2,6,1.57,53,3,3,2,2,1,8,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,548.5105,201201010,20
8,1,6,1.64,50,5,5,5,4,6,2,3,2,1,1,1,1,1,1,2,2,2,2,2,1,2,2,445.7984,201201010,20
8,2,6,1.59,54,2,3,3,8,1,1,3,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,548.5105,201201010,20
8,2,6,1.49,49,7,4,2,2,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,548.5105,201201010,20
7,1,6,1.6,55,3,3,3,1,1,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,445.7984,201201010,20
8,2,6,1.76,58,3,5,1,2,2,,2,2,2,1,2,2,2,2,,2,2,2,2,2,2,2,548.5105,201201010,20
7,2,6,1.55,43,3,3,3,6,3,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,548.5105,201201010,20
8,2,6,1.55,47,4,5,2,1,2,4,1,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,548.5105,201201010,20
8,1,6,1.8,78,3,3,3,2,8,8,3,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,445.7984,201201010,20
8,2,6,1.62,50,2,4,2,3,3,1,6,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,548.5105,201201010,20
8,1,6,1.76,71,2,3,1,1,4,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,445.7984,201201010,20
8,1,6,1.87,61,1,3,1,1,3,8,6,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,445.7984,201201010,20
8,1,6,1.72,68,3,4,3,4,5,8,4,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,445.7984,201201010,20
8,2,6,1.57,60,3,3,2,3,2,1,5,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,548.5105,201201010,20
8,2,6,1.47,51,4,5,3,2,2,3,1,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,548.5105,201201010,20
7,1,6,1.67,50,6,3,1,1,1,3,3,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,445.7984,201201010,20
8,1,6,1.67,68,7,2,1,1,3,2,3,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,445.7984,201201010,20
8,2,6,1.55,45,1,2,1,2,3,1,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,548.5105,201201010,20
8,1,6,1.64,70,2,6,1,1,8,1,3,2,2,1,2,2,2,1,1,2,1,2,2,2,1,2,445.7984,201201010,20
8,1,6,1.78,61,3,3,4,5,8,1,2,2,2,2,1,1,2,1,1,2,2,2,2,2,1,2,445.7984,201201010,20
8,1,6,1.73,68,1,3,1,3,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,445.7984,201201010,20
8,1,6,1.76,62,1,2,1,1,6,3,3,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,445.7984,201201010,20
8,2,6,1.6,64,3,4,2,1,3,1,3,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,548.5105,201201010,20
8,1,6,1.68,65,5,5,5,2,1,1,1,2,1,1,1,2,2,2,1,2,2,2,2,1,2,2,445.7984,201201010,20
8,1,6,1.57,50,7,5,7,7,1,1,1,2,1,1,1,1,2,2,1,2,2,2,2,1,2,2,445.7984,201201010,20
8,2,6,1.61,46,5,7,5,2,6,1,2,2,1,1,1,2,2,1,1,2,2,2,2,1,2,2,548.5105,201201010,20
8,2,6,1.59,54,4,4,3,2,3,7,4,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,548.5105,201201010,20
8,2,6,1.76,74,5,5,2,1,8,7,5,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,548.5105,201201010,20
7,2,6,1.57,45,3,3,3,1,4,4,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,548.5105,201201010,20
8,1,6,1.77,79,1,2,4,3,2,1,5,2,2,2,1,2,2,2,1,1,1,2,2,2,2,2,445.7984,201201010,20
8,2,6,1.56,35,1,3,1,1,5,1,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,548.5105,201201010,20
7,2,6,1.58,58,1,2,5,4,5,1,6,2,2,2,1,1,2,2,1,1,2,2,2,2,2,1,548.5105,201201010,20
8,2,6,1.59,58,,,,5,8,1,1,2,,,,1,2,1,1,2,2,2,2,,1,2,548.5105,201201010,20
8,2,6,1.58,85,1,3,1,1,8,5,3,2,2,2,2,2,2,1,2,2,1,1,2,2,1,2,548.5105,201201010,20
8,1,6,1.75,62,3,3,2,1,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,445.7984,201201010,20
8,2,6,1.55,51,3,3,3,1,4,6,6,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,548.5105,201201010,20
8,2,6,1.6,45,3,3,3,1,1,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,548.5105,201201010,20
8,2,6,1.54,56,4,6,4,3,6,8,3,1,1,1,1,2,2,1,2,2,2,2,2,1,2,2,548.5105,201201010,20
8,2,6,1.69,70,3,5,1,2,2,8,,2,2,1,2,2,2,2,2,,2,2,2,2,2,,548.5105,201201010,20
7,1,4,1.69,58,4,3,3,2,6,6,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,319.1596,201201005,10
7,2,4,1.57,51,7,4,2,2,2,6,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,370.9123,201201005,10
6,1,4,1.6,50,3,4,3,2,8,6,2,1,2,2,1,2,2,1,2,2,2,2,2,2,1,2,319.1596,201201005,10
8,1,4,1.78,48,5,5,7,1,8,2,2,2,1,1,1,2,1,1,2,2,2,2,1,1,1,2,319.1596,201201005,10
5,2,4,1.53,52,3,5,3,3,2,1,3,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,370.9123,201201005,10
7,2,4,1.59,53,6,6,4,5,5,2,2,2,1,1,1,1,2,2,2,2,2,2,2,1,2,2,370.9123,201201005,10
7,1,4,1.59,51,2,4,2,2,6,1,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,319.1596,201201005,10
7,1,4,1.56,43,1,3,1,2,1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,319.1596,201201005,10
8,1,4,1.69,63,2,3,2,1,5,5,5,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,319.1596,201201005,10
7,1,4,1.63,51,3,2,1,5,3,3,6,1,2,2,2,1,2,2,2,1,2,2,2,2,2,1,319.1596,201201005,10
5,2,4,1.63,51,3,7,1,5,2,1,1,2,2,1,2,1,2,2,1,2,2,2,2,1,2,2,370.9123,201201005,10
8,1,4,1.78,63,3,5,3,1,3,1,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,319.1596,201201005,10
5,2,4,1.61,65,4,4,3,2,3,8,1,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,370.9123,201201005,10
7,1,4,1.63,40,3,2,1,1,2,8,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,319.1596,201201005,10
6,1,4,1.63,50,2,3,1,1,6,2,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,319.1596,201201005,10
8,1,4,1.67,50,3,4,1,1,4,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,319.1596,201201005,10
7,1,4,1.75,61,3,4,1,1,5,1,6,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,319.1596,201201005,10
7,1,4,1.61,49,4,4,1,1,4,4,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,319.1596,201201005,10
4,2,4,1.69,55,3,3,2,2,2,6,6,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,370.9123,201201005,10
8,1,4,1.72,52,4,2,1,4,2,8,6,2,1,2,2,1,2,2,2,1,2,2,2,2,2,1,319.1596,201201005,10
8,1,4,1.68,48,7,2,1,2,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,2,2,319.1596,201201005,10
7,2,4,1.73,58,6,3,3,1,2,5,3,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,370.9123,201201005,10
6,1,4,1.72,50,2,3,2,1,5,8,6,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,319.1596,201201005,10
7,1,4,1.6,56,6,7,7,5,5,1,2,2,1,1,1,1,2,2,1,2,2,2,2,1,2,2,319.1596,201201005,10
6,2,4,1.56,45,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,370.9123,201201005,10
7,1,4,1.72,55,5,3,1,2,2,3,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,319.1596,201201005,10
6,1,4,1.63,48,3,4,3,1,5,1,3,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,319.1596,201201005,10
8,1,7,1.84,62,3,3,1,1,8,8,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,340.9364,201201005,10
8,1,7,1.69,55,2,3,1,3,1,1,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,340.9364,201201005,10
8,1,7,1.69,60,3,3,1,1,8,8,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,340.9364,201201005,10
7,2,7,1.53,48,3,5,2,8,1,1,1,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,351.3854,201201005,10
8,1,7,1.66,55,3,4,2,5,8,8,3,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,340.9364,201201005,10
8,1,7,1.67,54,2,3,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,340.9364,201201005,10
8,1,7,1.64,58,3,5,3,4,5,6,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,340.9364,201201005,10
8,2,7,1.56,53,3,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,351.3854,201201005,10
8,2,7,1.6,54,5,3,3,6,4,1,2,2,1,2,1,1,2,2,1,2,2,2,2,2,2,2,351.3854,201201005,10
8,2,7,1.6,58,4,3,1,2,1,4,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,351.3854,201201005,10
8,2,7,1.6,60,1,2,1,1,1,1,6,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,351.3854,201201005,10
8,1,7,1.68,56,2,3,3,3,1,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,340.9364,201201005,10
8,1,7,1.62,51,1,4,1,3,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,340.9364,201201005,10
8,1,7,1.68,55,3,4,1,2,2,5,5,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,340.9364,201201005,10
8,2,7,1.59,50,1,3,3,8,2,1,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,351.3854,201201005,10
8,1,7,1.62,56,1,4,1,2,4,8,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,340.9364,201201005,10
7,2,7,1.56,56,7,6,7,4,1,8,6,2,1,1,1,1,2,2,2,1,2,2,2,1,2,1,351.3854,201201005,10
8,2,7,1.64,58,4,5,2,5,1,6,3,2,1,1,2,1,2,2,2,2,2,2,2,1,2,2,351.3854,201201005,10
8,2,7,1.62,55,5,3,4,1,1,1,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,351.3854,201201005,10
8,2,7,1.54,57,3,4,3,4,,1,1,2,2,2,1,1,2,,1,2,2,2,2,2,,2,351.3854,201201005,10
8,1,7,1.69,55,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,340.9364,201201005,10
8,1,7,1.61,58,2,4,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,340.9364,201201005,10
