Age,Sex,Grade,Height,Weight,fruits last 30 days,vegetables last 30 days,soft drinks last 30 days,fast food last 7 days,days active 6o mins plus 7 past days,walk or bike to school past 7 days,days went to PE each week,always hungry last 30 days ,ate fruits 2+ times per week past 30 days,ate vegetabes 3+ times per day last 30 days,drank soft drinks 1+ times per day past 30 days,ate fast food 3+ times per day last 30 days,drank soft drinks 1+ times per day last 30 days,active 60+ for more than 5 days for past 7 days,walk/bike 0 days to school last 7 days,3+ days PE each week,overweight,obese,underweight,ate 5+ fruits/vegetables 30 days,physically active all 7 days,attended PE 5+ each week,weight,stratum,psu
8,1,7,1.73,80,2,5,1,1,8,8,2,2,2,1,2,2,2,1,2,2,1,2,2,2,1,2,340.9364,201201005,10
8,1,7,1.7,59,2,3,2,1,3,,,2,2,2,2,2,2,2,,,2,2,2,2,2,,340.9364,201201005,10
8,1,7,1.82,110,3,3,4,2,1,1,2,2,2,2,1,2,2,2,1,2,1,1,2,2,2,2,340.9364,201201005,10
8,1,7,1.82,65,4,4,1,4,2,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,340.9364,201201005,10
8,2,7,1.65,69,1,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,351.3854,201201005,10
8,1,7,1.81,76,3,3,1,1,8,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,340.9364,201201005,10
8,2,7,1.68,54,2,2,2,1,8,8,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,351.3854,201201005,10
8,1,7,1.59,60,2,2,1,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,340.9364,201201005,10
8,1,7,1.74,68,1,1,1,1,6,6,6,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,340.9364,201201005,10
8,2,7,1.64,58,3,6,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,351.3854,201201005,10
8,1,7,1.74,61,3,4,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,340.9364,201201005,10
8,2,7,1.55,43,2,2,2,1,4,1,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,351.3854,201201005,10
8,2,7,1.54,55,5,5,3,7,8,1,1,2,1,1,1,1,2,1,1,2,2,2,2,1,1,2,351.3854,201201005,10
8,2,7,1.52,51,5,5,3,3,2,3,1,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,351.3854,201201005,10
8,2,7,1.61,62,3,1,3,1,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,351.3854,201201005,10
8,1,7,1.78,54,2,3,1,2,7,8,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,340.9364,201201005,10
8,1,7,1.8,70,3,4,3,3,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,340.9364,201201005,10
8,1,7,1.82,73,1,3,1,1,3,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,340.9364,201201005,10
8,1,7,1.65,55,3,4,3,4,6,6,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,340.9364,201201005,10
8,2,7,1.51,45,4,2,4,1,5,3,3,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,351.3854,201201005,10
8,2,7,1.57,58,3,4,2,8,2,6,6,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,351.3854,201201005,10
8,2,7,1.66,51,7,7,1,1,2,8,6,2,1,1,2,2,2,2,2,1,2,2,2,1,2,1,351.3854,201201005,10
7,2,7,1.54,47,2,2,2,4,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,351.3854,201201005,10
8,2,7,,,3,5,3,4,2,5,4,2,2,1,1,1,2,2,2,1,,,,2,2,2,351.3854,201201005,10
8,2,7,1.62,49,3,7,1,1,2,8,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,351.3854,201201005,10
7,1,7,1.69,64,2,3,1,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,340.9364,201201005,10
8,2,5,1.54,55,3,7,7,8,3,7,6,2,2,1,1,1,2,2,2,1,2,2,2,1,2,1,677.7861,201201009,18
7,2,5,1.54,48,5,5,1,1,1,1,1,2,1,1,2,2,2,2,1,2,2,2,2,1,2,2,677.7861,201201009,18
7,1,5,1.81,70,1,4,3,1,1,1,3,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,535.3025,201201009,18
7,2,5,1.66,60,3,2,1,4,6,2,4,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,677.7861,201201009,18
7,2,5,1.6,56,2,3,1,1,1,8,6,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,677.7861,201201009,18
8,1,5,1.68,60,1,3,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,535.3025,201201009,18
8,1,5,1.69,55,3,3,2,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,535.3025,201201009,18
8,2,5,1.58,54,1,7,7,4,1,1,1,2,2,1,1,1,2,2,1,2,2,2,2,1,2,2,677.7861,201201009,18
7,1,5,1.64,54,3,3,2,2,1,4,4,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,535.3025,201201009,18
8,1,5,,,5,5,4,5,1,8,6,2,1,1,1,1,2,2,2,1,,,,1,2,1,535.3025,201201009,18
8,1,5,1.7,60,3,3,3,1,5,4,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,535.3025,201201009,18
6,1,5,,,4,4,1,3,2,3,2,2,1,2,2,2,2,2,2,2,,,,2,2,2,535.3025,201201009,18
7,1,5,1.62,54,2,3,1,5,1,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,535.3025,201201009,18
8,1,5,1.69,60,5,5,2,8,1,4,2,2,1,1,2,1,2,2,2,2,2,2,2,1,2,2,535.3025,201201009,18
6,1,5,1.63,48,4,5,3,5,5,1,1,2,1,1,1,1,2,2,1,2,2,2,2,1,2,2,535.3025,201201009,18
8,2,5,1.63,55,5,5,7,4,4,8,6,2,1,1,1,1,2,2,2,1,2,2,2,1,2,1,677.7861,201201009,18
8,2,5,1.61,50,1,1,1,1,2,,1,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,677.7861,201201009,18
8,1,5,1.63,54,3,2,3,4,2,1,5,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,535.3025,201201009,18
6,1,5,1.56,47,4,5,7,3,1,3,1,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,535.3025,201201009,18
7,1,5,1.61,47,4,3,5,2,4,2,3,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,535.3025,201201009,18
7,2,5,1.6,51,1,4,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,677.7861,201201009,18
8,2,5,,,2,3,1,4,1,1,2,1,2,2,2,1,2,2,1,2,,,,2,2,2,677.7861,201201009,18
7,2,5,1.76,56,5,4,2,5,3,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,677.7861,201201009,18
8,1,5,1.66,70,1,1,1,1,7,1,,2,2,2,2,2,2,1,1,,1,2,2,2,2,,535.3025,201201009,18
7,1,5,1.76,50,5,6,3,1,5,1,3,1,1,1,1,2,2,2,1,2,2,2,1,1,2,2,535.3025,201201009,18
6,2,5,1.6,49,5,3,3,2,3,1,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,677.7861,201201009,18
7,2,5,1.56,61,3,2,3,3,3,1,1,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,677.7861,201201009,18
4,2,5,1.47,40,7,7,7,4,1,1,6,2,1,1,1,1,2,2,1,1,2,2,2,1,2,1,677.7861,201201009,18
7,2,5,1.51,48,5,4,3,2,3,2,3,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,677.7861,201201009,18
8,2,5,1.63,53,2,4,2,6,6,1,,1,2,2,2,1,1,1,1,,2,2,2,2,2,,677.7861,201201009,18
7,2,5,1.45,42,1,2,3,1,1,8,6,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,677.7861,201201009,18
7,1,5,1.65,58,2,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,535.3025,201201009,18
7,2,5,1.71,60,4,3,7,5,2,1,2,2,1,2,1,1,2,2,1,2,2,2,2,2,2,2,677.7861,201201009,18
7,2,5,1.58,50,1,3,1,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,677.7861,201201009,18
8,2,5,1.65,60,2,3,1,2,2,1,3,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,677.7861,201201009,18
8,1,5,1.68,57,1,5,1,2,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,535.3025,201201009,18
7,1,5,1.68,64,3,2,3,4,1,1,1,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,535.3025,201201009,18
8,1,5,1.68,62,3,4,6,4,1,1,1,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,535.3025,201201009,18
7,1,5,1.76,61,7,7,6,4,1,4,1,2,1,1,1,1,2,2,2,2,2,2,2,1,2,2,535.3025,201201009,18
8,2,5,1.58,48,1,2,1,2,1,8,6,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,677.7861,201201009,18
6,2,5,1.66,57,2,3,1,4,8,8,6,1,2,2,2,1,2,1,2,1,2,2,2,2,1,1,677.7861,201201009,18
8,1,5,1.75,64,5,1,4,2,1,1,6,2,1,2,1,2,2,2,1,1,2,2,2,2,2,1,535.3025,201201009,18
6,2,5,1.69,52,3,5,4,1,2,1,3,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,677.7861,201201009,18
8,1,5,1.73,57,3,3,7,2,2,4,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,535.3025,201201009,18
8,2,5,1.61,55,3,4,2,2,1,1,6,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,677.7861,201201009,18
7,2,5,1.51,55,2,3,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,677.7861,201201009,18
6,1,5,1.67,55,2,3,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,535.3025,201201009,18
6,1,5,1.53,42,2,3,2,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,535.3025,201201009,18
8,2,5,1.66,58,1,3,1,1,5,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,677.7861,201201009,18
6,2,5,1.54,46,2,4,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,677.7861,201201009,18
8,2,7,1.61,59,5,5,3,4,4,1,5,2,1,1,1,1,2,2,1,1,2,2,2,1,2,2,442.1662,201201009,18
8,2,7,1.54,50,2,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,442.1662,201201009,18
8,2,7,1.55,58,3,4,3,3,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,442.1662,201201009,18
8,2,7,1.66,65,5,6,3,1,6,6,1,2,1,1,1,2,2,1,2,2,2,2,2,1,2,2,442.1662,201201009,18
8,2,7,1.67,60,4,6,5,5,2,1,2,2,1,1,1,1,2,2,1,2,2,2,2,1,2,2,442.1662,201201009,18
8,1,7,1.73,69,5,5,1,7,5,1,4,1,1,1,2,1,2,2,1,1,2,2,2,1,2,2,429.0176,201201009,18
8,2,7,1.59,50,5,5,3,4,4,1,5,2,1,1,1,1,2,2,1,1,2,2,2,1,2,2,442.1662,201201009,18
8,1,7,1.76,69,7,2,1,2,2,3,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,429.0176,201201009,18
8,2,7,1.59,42,2,7,2,5,8,8,6,2,2,1,2,1,2,1,2,1,2,2,2,1,1,1,442.1662,201201009,18
8,1,7,1.68,65,5,3,3,4,8,1,2,2,1,2,1,1,2,1,1,2,2,2,2,2,1,2,429.0176,201201009,18
7,1,7,1.7,61,3,5,3,6,1,1,1,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,429.0176,201201009,18
8,1,7,1.61,50,3,3,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,429.0176,201201009,18
8,1,7,1.75,69,2,3,2,3,1,1,5,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,429.0176,201201009,18
8,2,7,1.63,66,2,2,1,5,1,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,442.1662,201201009,18
8,1,7,1.69,57,4,4,3,2,6,8,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,429.0176,201201009,18
7,1,7,1.72,67,3,3,2,4,1,1,3,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,429.0176,201201009,18
8,2,7,1.47,48,3,5,3,2,2,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,442.1662,201201009,18
8,2,7,1.65,62,2,5,1,3,2,1,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,442.1662,201201009,18
8,1,7,1.67,55,4,7,2,1,1,,1,2,1,1,2,2,2,2,,2,2,2,2,1,2,2,429.0176,201201009,18
8,1,7,1.77,64,3,3,6,3,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,429.0176,201201009,18
8,2,7,1.66,56,6,3,3,2,2,1,6,2,1,2,1,2,2,2,1,1,2,2,2,1,2,1,442.1662,201201009,18
8,1,7,1.69,59,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,429.0176,201201009,18
8,1,7,1.78,66,4,7,7,1,8,3,1,2,1,1,1,2,2,1,2,2,2,2,2,1,1,2,429.0176,201201009,18
8,2,7,1.68,57,7,2,1,2,3,8,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,442.1662,201201009,18
8,2,7,1.58,50,4,3,1,1,1,8,6,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,442.1662,201201009,18
7,2,7,1.67,51,1,2,1,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,442.1662,201201009,18
8,1,7,1.69,59,2,3,1,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,429.0176,201201009,18
8,2,7,1.55,60,3,5,6,6,2,6,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,442.1662,201201009,18
8,2,7,1.55,70,3,2,1,4,3,1,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,442.1662,201201009,18
8,2,7,1.51,56,3,3,3,3,3,1,4,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,442.1662,201201009,18
8,2,7,1.48,45,3,5,4,5,4,8,6,2,2,1,1,1,2,2,2,1,2,2,2,2,2,1,442.1662,201201009,18
8,2,7,1.54,54,3,3,2,2,2,7,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,442.1662,201201009,18
8,1,7,1.73,65,5,5,3,2,5,3,3,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,429.0176,201201009,18
8,1,7,1.74,61,3,5,2,2,3,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,429.0176,201201009,18
8,2,7,1.65,55,2,4,3,7,2,1,1,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,442.1662,201201009,18
8,1,7,1.73,66,7,3,7,2,3,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,429.0176,201201009,18
8,2,7,1.72,62,3,4,1,1,8,6,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,442.1662,201201009,18
5,1,7,1.7,66,5,4,3,3,2,,2,2,1,2,1,2,2,2,,2,2,2,2,1,2,2,429.0176,201201009,18
8,1,7,,,3,5,1,2,3,2,3,2,2,1,2,2,2,2,2,2,,,,2,2,2,429.0176,201201009,18
8,1,7,1.64,57,5,4,2,3,3,1,2,1,1,2,2,2,2,2,1,2,2,2,2,1,2,2,429.0176,201201009,18
6,1,7,1.68,57,5,5,3,1,5,6,,2,1,1,1,2,2,2,2,,2,2,2,1,2,,429.0176,201201009,18
8,2,7,1.55,54,3,3,1,4,2,4,6,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,442.1662,201201009,18
8,1,7,1.73,60,5,4,2,2,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,429.0176,201201009,18
